Project_ID,Project_Name,Ministry,Sector,State,Start_Date,Target_DOC,Original_Cost_Cr,Cumulative_Expenditure_Cr,Physical_Progress_Pct,Expenditure_Pct_of_Original_Cost,Revised_Cost_Cr,Cost_Overrun_Cr,Cost_Overrun_Pct,Cost_Overrun_Flag,Revised_DOC,Time_Overrun_Days,Time_Overrun_Months,Time_Overrun_Flag
602181,"TEESTA-VI HE PROJECT, SIKKIM [500 MW], executed by LANCO TEESTA HYDRO POWER LIMITED [A wholly owned Subsidiary of NHPC LTD. acquired through NCLT] (National Hydroelectric Power Corporation Limited [NHPC]) (602181)",Ministry of Power,Electricity Generation,Sikkim,3/1/2020,3/1/2024,5748.04,4447.82,73.11,77.3798,5748.04,0,0,0,12/1/2027,1370,45.01,1
602182,Dibang Multipurpose Project (National Hydroelectric Power Corporation Limited [NHPC]) (602182),Ministry of Power,Electricity Generation,Arunachal Pradesh,2/1/2023,2/1/2032,31876.39,4713.64,17.67,14.7872,31876.4,0.01,0,1,2/1/2032,0,0,0
602184,Rammam-III HEPP [3x40 MW] (National Thermal Power Corporation [NTPC]) (602184) (N18000178) (1453),Ministry of Power,Electricity Generation,West Bengal,9/1/2014,9/1/2019,1381.84,1587.33,56.16,114.8708,2865.56,1483.72,107.3728,1,3/1/2029,3469,113.97,1
602185,Tapovan-Vishnugad HEP [4x130 MW] (National Thermal Power Corporation [NTPC]) (602185) (N18000014) (1452),Ministry of Power,Electricity Generation,Uttarakhand,11/1/2006,3/1/2013,2978,7791.33,77,261.6296,10907.3,7929.3,266.2626,1,7/1/2029,5966,196.01,1
602195,Vishnugad Pipalkoti Hydro Electric Project [444 MW] (THDC India Limited) (602195) (N18000042) (157),Ministry of Power,Electricity Generation,Uttarakhand,1/1/2014,12/1/2022,3860.35,5608.58,80.5,145.2868,6405.08,2544.73,65.9197,1,6/1/2028,2009,66,1
602223,Comprehensive Scheme for Strengthening of Transmission and Distribution [T&D] Systems [CSST&DS] in Arunachal Pradesh and Sikkim (Power Grid Corporation of India Limited [POWERGRID]) (602223),Ministry of Power,Transmission & Distribution,"Multi-States (Sikkim, Arunachal Pradesh)",10/1/2014,12/1/2018,4754.42,8088.57,83.5,170.1274,9129.32,4374.9,92.0175,1,3/1/2027,3012,98.96,1
602525,"Pakal Dul [Drangdhuran] Hydroelectric Project, 1000 MW (National Hydroelectric Power Corporation Limited [NHPC]) (602525) (N18000172) (1425)",Ministry of Power,Electricity Generation,Jammu and Kashmir,2/1/2018,4/1/2020,8112.12,9313.54,82.05,114.8102,12728,4615.88,56.901,1,12/1/2026,2435,80,1
602532,Kiru HE Project (National Hydroelectric Power Corporation Limited [NHPC]) (602532) (N18000278) (2412),Ministry of Power,Electricity Generation,Jammu and Kashmir,2/1/2020,9/1/2023,4287.59,3868.72,85.5,90.2306,5409,1121.41,26.1548,1,12/1/2026,1187,39,1
602535,"Ratle HE Project - 850 MW, Ratle Hydroelectric Power Corporation Limited. (National Hydroelectric Power Corporation Limited [NHPC]) (602535) (N18000324) (2421)",Ministry of Power,Electricity Generation,Jammu and Kashmir,1/1/2022,2/1/2026,5281.94,1622.1,30.4,30.7103,5281.94,0,0,0,11/1/2028,1004,32.99,1
602538,Installation of FGD for 4x210 & 2x250 MW MTPS U 1-6 (Damodar Valley Corporation) (602538) (-) (2463),Ministry of Power,Electricity Generation,West Bengal,2/1/2021,1/1/2024,1037,1133.78,97,109.3327,1106,69,6.6538,1,5/1/2026,851,27.96,1
602579,Buxar Thermal Power Project [1320 MW] (Satluj Jal Vidyut Nigam [SJVN] Thermal Limited) (602579) (N18000194) (2361),Ministry of Power,Electricity Generation,Bihar,6/1/2019,1/1/2024,10439.09,13479.85,94.79,129.1286,13756.6,3317.51,31.7797,1,5/1/2026,851,27.96,1
602582,Dhaulasidh Hydro Electric Project [66 MW] (Satluj Jal Vidyut Nigam [SJVN] Thermal Limited) (602582) (N18000291) (2370),Ministry of Power,Electricity Generation,Himachal Pradesh,5/1/2021,11/1/2025,687.97,1122.67,77.95,163.1859,1561.21,873.24,126.93,1,3/1/2027,485,15.93,1
602593,Luhri Stage-I Hydro Electric Project [210 MW] (Satluj Jal Vidyut Nigam [SJVN] Thermal Limited) (602593) (N18000279) (2367),Ministry of Power,Electricity Generation,Himachal Pradesh,11/1/2020,1/1/2026,1810.56,1941.63,51.63,107.2392,4681.64,2871.08,158.5741,1,2/1/2030,1492,49.02,1
602792,Gauge Conversion of Kendri-Dhamtari including Abhanpur - Rajim Branch line 67.20 Kms - 2nd Material Modification to Raipur Titlagarh doubling. (SECR) (602792) (N22000572) (9922),Ministry of Railways,Railways,Chhattisgarh,5/1/2021,2/1/2025,1171,420.67,100,35.924,1171,0,0,0,6/1/2026,485,15.93,1
602797,"Sainthia, Sitarampur, Mughalsarai, Allahabad & Etawah - Bypass Line Project (Eastern Railway [ER] - I) (602797) (N22000631) (-)",Ministry of Railways,Railways,"Multi-States (Uttar Pradesh, West Bengal)",12/1/2017,3/1/2027,461.64,296.61,33,64.2514,461.64,0,0,0,3/1/2027,0,0,0
602961,Talcher Thermal Power Station Stage III [2 x 660 MW] Expansion (National Thermal Power Corporation [NTPC]) (602961) (N18000364) (3450),Ministry of Power,Electricity Generation,Odisha,9/1/2022,5/1/2027,11843.75,6644.65,51.4,56.1026,12543,699.25,5.904,1,5/1/2028,366,12.02,1
603210,Development of Jodhpur Pali Marwar Industrial Area JPMIA in Rajasthan (National Industrial Corridor Development Corporation) (603210) (-) (4249),Department for Promotion of Industry & Internal Trade,Real Estate,Rajasthan,1/1/2026,7/1/2028,921.66,0,1.21,0,921.66,0,0,0,,,,
603293,Badam Coal Mining project of NTPC (National Thermal Power Corporation [NTPC]) (603293) (N18000367) (2576),Ministry of Power,Coal,Jharkhand,9/1/2019,12/1/2056,502,431.81,67.86,86.0179,784,282,56.1753,1,4/1/2027,-10837,-356.04,0
603945,Integrated Anandpur Barrage Project (Water Resources-OR) (603945) (-) (3346),"Department of Water Resources, River Development & GR",Water Resources,Odisha,1/1/1998,12/1/2019,567.03,2776.23,62.85,489.609,2990.05,2423.02,427.3178,1,6/1/2026,2374,78,1
604791,Numaligarh Refinery Expansion Project (Ministry of Petroleum & Natural Gas) (604791),Ministry of Petroleum & Natural Gas,Oil & Gas,Assam,7/1/2020,7/1/2024,12366,19820.29,85.5,160.2805,25313,12947,104.6984,1,3/1/2027,973,31.97,1
604795,CBR 9 MMTPA Project (Chennai Petroleum Corporation Limited [CPCL]) (604795) (N16000434) (3278),Ministry of Petroleum & Natural Gas,Oil & Gas,Tamil Nadu,9/1/2021,6/1/2025,31580,1579.73,10.2,5.0023,36354,4774,15.1172,1,10/1/2028,1218,40.02,1
604833,"Andheri Residential Towers, Mumbai (Ministry of Petroleum & Natural Gas) (604833) (N16000503) (-)",Ministry of Petroleum & Natural Gas,Energy Storage,Maharashtra,6/1/2017,5/1/2025,281.35,279.58,81,99.3709,389.67,108.32,38.5001,1,6/1/2026,396,13.01,1
604852,"Grass-root Terminal at Mirzapur, Uttar Pradesh (Ministry of Petroleum & Natural Gas) (604852) (N16000506) (5256)",Ministry of Petroleum & Natural Gas,Energy Storage,Uttar Pradesh,9/1/2022,11/1/2026,980.45,293.88,76.3,29.974,980.45,0,0,0,11/1/2026,0,0,0
604853,"Indian Oil Technology Development and Deployment Centre at R&D Campus-II, Faridabad (Ministry of Petroleum & Natural Gas) (604853) (N16000375) (3069)",Ministry of Petroleum & Natural Gas,Oil & Gas,Haryana,6/1/2019,12/1/2022,2281.94,1920.67,65.2,84.1683,3200,918.06,40.2316,1,7/1/2027,1673,54.97,1
604859,Integrated Para Xylene [PX] and Purified Terephthalic Acid [PTA] Project at Paradip Refinery (Ministry of Petroleum & Natural Gas) (604859) (N16000396) (3064),Ministry of Petroleum & Natural Gas,Oil & Gas,Odisha,7/1/2020,1/1/2024,13805,70637.31,94.3,511.6792,11783,-2022,-14.6469,0,8/1/2026,943,30.98,1
604863,Development of Surface Facilities for production and evacuation of Crude Oil and Natural Gas from Nadua and East Khagorija (Ministry of Petroleum & Natural Gas) (604863),Ministry of Petroleum & Natural Gas,Oil & Gas,Assam,1/1/2018,2/1/2020,682.9,599.64,94.3,87.8079,726.93,44.03,6.4475,1,6/1/2026,2312,75.96,1
605155,Kwar HE Project (National Hydroelectric Power Corporation Limited [NHPC]) (605155) (N18000363) (4177),Ministry of Power,Electricity Generation,Jammu and Kashmir,11/1/2022,11/1/2026,4526.12,1616.87,35.32,35.7231,4526.12,0,0,0,3/1/2028,486,15.97,1
605156,Rangit-IV HE Project [120 MW] executed by Jal Power Corporation Ltd. [JPCL] - A wholly owned subsidiary of NHPC Ltd. acquired through NCLT (National Hydroelectric Power Corporation Limited [NHPC]) (605156),Ministry of Power,Electricity Generation,Sikkim,8/1/2021,5/1/2024,938.29,1672.37,96.92,178.2359,1828.11,889.82,94.8342,1,11/1/2026,914,30.03,1
605292,"Construction of Permanent Campus of Indian Institute of Management [IIM] Amritsar, Punjab, Phase-I (Indian intitue of Management, Amritsar) (605292) (N28000142) (4865)",Department of Higher Education,Education,Punjab,7/1/2020,6/1/2023,348.31,293.1,91.7,84.1492,348.31,0,0,0,11/1/2026,1249,41.03,1
606013,Additional Campus of NITPatna (NIT Patna) (606013) (-) (-),Department of Higher Education,Education,Bihar,8/1/2022,7/1/2024,499.21,449.96,98.6,90.1344,499.21,0,0,0,1/1/2026,549,18.04,1
606112,Tezpur University Projects (Tezpur University) (606112),Department of Higher Education,Education,Assam,6/1/2021,11/1/2023,153.71,137.84,97.97,89.6754,153.71,0,0,0,12/1/2025,761,25,1
606431,CONSTRUCTION OF PERMANENT CAMPUS FOR IIT PALAKKAD UNDER PHASE 1A (INDIAN INSTITUTE OF TECHNOLOGY PALAKKAD) (606431) (N28000140) (3415),Department of Higher Education,Education,Kerala,3/1/2020,6/1/2022,1006.45,686.2,86.5,68.1802,1217.4,210.95,20.9598,1,6/1/2026,1461,48,1
606479,Banaras Hindu University [ Kayakalp of Institute of Medical Sciences] (Banaras Hindu University) (606479) (-) (-),Department of Higher Education,Education,Uttar Pradesh,6/1/2020,9/1/2022,246,209.68,99,85.2358,246,0,0,0,3/1/2026,1277,41.95,1
607653,Ludhiana Mullanpur 21Km Doubling Railway project (CAO/C/NR) (607653) (-) (-),Ministry of Railways,Railways,Punjab,10/1/2022,6/1/2024,234.78,61.39,99,26.1479,234.78,0,0,0,2/1/2027,975,32.03,1
607709,NORTH EASTERN REGION POWER SYSTEM IMPROVEMENT PROJECT [NERPSIP] (Power Grid Corporation of India Limited [POWERGRID]) (607709),Ministry of Power,Transmission & Distribution,"Multi-States (Mizoram, Tripura, Assam, Meghalaya, Manipur, Nagaland)",3/1/2016,12/1/2018,5111.33,5577.75,99,109.1252,6700,1588.67,31.0813,1,3/1/2027,3012,98.96,1
609019,"HEFA projects on development of student hostels, playgrounds, departmental buildings, class room complex and other campus facilities in IIT Kharagpur (Indian Institute of Technology, Kharagpur) (609019) (N28000146) (4351)",Department of Higher Education,Education,West Bengal,4/1/2019,3/1/2023,500,416.2,96.6,83.24,442,-58,-11.6,0,3/1/2026,1096,36.01,1
609424,"Development of Container Terminal at Tuna-Tekra, Deendayal Port on BOT Basis Under PPP Mode (Deendayal Port Trust) (609424) (-) (7514)","Ministry of Ports, Shipping and Waterways",Shipping,Gujarat,3/1/2024,3/1/2027,4243.64,2385,60,56.2018,4243.64,0,0,0,9/1/2027,184,6.05,1
609736,"Construction of Sikkim University Campus Phase-I Package-II at Yangang, South Sikkim (Sikkim University) (609736)",Department of Higher Education,Education,Sikkim,1/1/2022,1/1/2025,314.06,292,95.5,92.9759,314.06,0,0,0,3/1/2026,424,13.93,1
609996,"Construction of Precast housing and hostels at IIT Hyderabad (Indian Institute of Technology, Hyderabad) (609996) (-) (-)",Department of Higher Education,Education,Telangana,11/1/2022,10/1/2024,262,216.1,89.11,82.4809,262,0,0,0,1/1/2026,457,15.01,1
610315,"IISER BERHAMPUR (Indian Institutes of Science Education and Research, Behrampur) (610315) (N28000126) (3441)",Department of Higher Education,Education,Odisha,9/1/2019,3/1/2021,1229.32,874.09,98.5,71.1035,843.09,-386.23,-31.4182,0,9/1/2026,2010,66.04,1
610984,Development of Jharia CBM Block [Phase-1] (Oil and Natural Gas Corporation Limited [ONGC]) (610984) (N16000445) (4893),Ministry of Petroleum & Natural Gas,Oil & Gas,Jharkhand,11/1/2019,1/1/2024,431,261.97,65.9,60.7819,431,0,0,0,7/1/2026,912,29.96,1
611047,"Construction of NTB complex including apron, taxi track and other associated civil works and electrical & mechanical installations towards Tawi River side at CA Jammu. (Airport Authority of India [AAI]) (611047) (N04000107) (9921)",Ministry of Civil Aviation,Aviation & Aviation Infrastructure,Jammu and Kashmir,12/1/2023,6/1/2026,861.37,327.3,52.95,37.9976,861.37,0,0,0,11/1/2026,153,5.03,1
611452,MUMBAI CENTRAL VIRAR VADODARA AHMEDABAAD TRAIN PROTECTION SYSTEM 500 RKM (Western Railway) (611452) (N22000434) (5039),Ministry of Railways,Railways,"Multi-States (Gujarat, Maharashtra)",3/1/2023,12/1/2025,311,263.42,93,84.701,311,0,0,0,12/1/2026,365,11.99,1
611495,Development of New Civil Enclave at Bagdogra Airport (Airport Authority of India [AAI]) (611495) (N04000115) (9920),Ministry of Civil Aviation,Aviation & Aviation Infrastructure,West Bengal,9/1/2024,3/1/2027,1549,481.09,36.93,31.0581,1549,0,0,0,3/1/2027,0,0,0
611509,"Koderma Thermal Power Station Phase II [2X800 MW] At Koderma, Jharkhand (Damodar Valley Corporation) (611509) (-) (7414)",Ministry of Power,Electricity Generation,Jharkhand,11/1/2024,3/1/2029,14358,1964.6,11.5,13.683,14358,0,0,0,,,,
611570,"SITC of ATM Automation System and ASMGCS [Including SMR & MLAT] for Mumbai, Navi Mumbai, Jewar [earlier MOPA, without ASMGCS], HIAL & BIAL (Airport Authority of India [AAI]) (611570) (-) (-)",Ministry of Civil Aviation,Aviation & Aviation Infrastructure,"Multi-States (Karnataka, Maharashtra, Telangana, Uttar Pradesh)",10/1/2022,9/1/2025,500.48,393.31,79,78.5866,500.48,0,0,0,8/1/2026,334,10.97,1
611586,Sunni Dam Hydro Electric Project [382 MW] (Satluj Jal Vidyut Nigam [SJVN] Thermal Limited) (611586) (N18000344) (5062),Ministry of Power,Electricity Generation,Himachal Pradesh,1/1/2023,4/1/2028,2614.51,1097.78,34.43,41.988,4925.87,2311.36,88.4051,1,12/1/2029,609,20.01,1
611602,"Modernization of Chennai Airport, Phase II, Part 2 (Airport Authority of India [AAI]) (611602) (-) (5163)",Ministry of Civil Aviation,Aviation & Aviation Infrastructure,Tamil Nadu,6/1/2023,7/1/2025,1207,310.98,41,25.7647,1207,0,0,0,12/1/2026,518,17.02,1
611669,NER Provision of Automatic Block Signalling on Gorakhpur Cantt[Excl] Chhapra Gramin & Burhwal Jn [Excl] Sitapur Jn section of high density routes (North Eastern Railway [NER]) (611669) (-) (-),Ministry of Railways,Railways,"Multi-States (Bihar, Uttar Pradesh)",6/1/2023,3/1/2027,380.47,258.41,20,67.9186,380.47,0,0,0,3/1/2028,366,12.02,1
611698,240MW Heo HE Project (North Eastern Electric Power Corporation Limited) (611698),Ministry of Power,Electricity Generation,Arunachal Pradesh,5/1/2025,7/1/2029,1938.85,105.5,5,5.4414,1938.85,0,0,0,,,,
611699,186 MW Tato-I H E Project (North Eastern Electric Power Corporation Limited) (611699),Ministry of Power,Electricity Generation,Arunachal Pradesh,5/1/2025,7/1/2029,1750.07,74.83,5.1,4.2758,1750.07,0,0,0,,,,
611716,700 MW Tato-II HE Project (North Eastern Electric Power Corporation Limited) (611716),Ministry of Power,Electricity Generation,Arunachal Pradesh,9/1/2025,9/1/2031,8146.21,244.35,6.45,2.9996,8146.21,0,0,0,,,,
611735,Transmission system for evacuation of power from REZ in Rajasthan 20GW under Phase-III Part J (Power Grid Corporation of India Limited [POWERGRID]) (611735) (N18000378) (-),Ministry of Power,Transmission & Distribution,"Multi-States (Delhi, Rajasthan)",12/1/2022,3/1/2025,331,199.63,60.75,60.3112,331,0,0,0,12/1/2026,640,21.03,1
611751,AURANGABAD-ANKAI - DOUBLING PROJECT 98.25 Km (South Central Railway [SCR] - II) (611751) (-) (5341),Ministry of Railways,Railways,Maharashtra,5/1/2023,3/1/2027,960.64,1375.55,2.03,143.191,960.64,0,0,0,,,,
611752,GOOTY-PENDEKALLU DOUBLING 29.225 Km (South Central Railway [SCR] - II) (611752) (N22000585) (-),Ministry of Railways,Railways,Andhra Pradesh,6/1/2023,3/1/2027,351.83,347.98,3.04,98.9057,351.83,0,0,0,3/1/2027,0,0,0
611754,GUNTAKAL WEST-MALLAPPA GATE RAIL OVER RAIL - ROR TRACK (South Central Railway [SCR] - II) (611754) (-) (-),Ministry of Railways,Railways,Andhra Pradesh,7/1/2023,7/1/2026,293.3,272.72,0.24,92.9833,293.3,0,0,0,,,,
611855,Devgarh Madariya - Nathdwara Gauge Conversion [82.54 Km] part of Marwar - Mavli Gauge Conversion [152 Km] (North Western Railway [NWR]) (611855) (-) (9756),Ministry of Railways,Railways,Rajasthan,1/1/2023,1/1/2027,968.92,730.39,73,75.3819,968.92,0,0,0,,,,
611861,Rewari - Kathuwas Doubling Project [27.72 Km] (North Western Railway [NWR]) (611861) (N22000606) (-),Ministry of Railways,Railways,"Multi-States (Haryana, Rajasthan)",12/1/2022,6/1/2027,352,325.79,80,92.554,352,0,0,0,6/1/2027,0,0,0
611864,AMALAGAMATED NTST KUJAMA OCP 8.5MTY (Bharat Coking Coal Limited (BCCL)) (611864) (N06000273) (5366),Ministry of Coal,Coal,Jharkhand,1/1/2023,3/1/2030,4011.85,414.93,30.92,10.3426,4011.85,0,0,0,,,,
611884,Bhiwani - Dobh Bahali Doubling Project [42.30 Km] (North Western Railway [NWR]) (611884) (N22000604) (-),Ministry of Railways,Railways,Haryana,2/1/2023,2/1/2028,471,273.41,73,58.0488,471,0,0,0,2/1/2028,0,0,0
611917,Poly Butadiene Rubber plant at Panipat (Indian Oil Corporation Limited [IOCL]) (611917) (N16000458) (7629),Ministry of Petroleum & Natural Gas,Oil & Gas,Haryana,3/1/2022,3/1/2025,1459,1632.01,87.3,111.8581,2531.44,1072.44,73.5051,1,12/1/2026,640,21.03,1
611918,Kosamba Umarpada 70 Km (PCE/WR) (611918) (-) (-),Ministry of Railways,Railways,Gujarat,7/1/2022,3/1/2027,468,44.62,9,9.5342,468,0,0,0,,,,
611927,Kurnool - Setting up facilities for coach midlife rehabilitation workshop (WPO/Patna) (611927) (-) (5430),Ministry of Railways,Railways,Andhra Pradesh,10/1/2017,12/1/2023,560.72,276.66,65,49.3401,560.72,0,0,0,,,,
611929,Maintenance cum workshop depot for Vande Bharat Sleeper Trains as per conditions under WTA 527 (WPO/Patna) (611929) (-) (-),Ministry of Railways,Railways,Rajasthan,6/1/2023,12/1/2024,166.86,0,0,0,166.86,0,0,0,,,,
611930,Lara Super Thermal Power Project Stage-II [2 x 800 MW] (National Thermal Power Corporation [NTPC]) (611930) (N18000381) (5493),Ministry of Power,Electricity Generation,Chhattisgarh,8/1/2023,6/1/2028,15530,5005.4,30.6,32.2305,16106,576,3.709,1,11/1/2028,153,5.03,1
611943,New Broad Gauge line between Naliya to Jakhau Port (Western Railway [WR] - II) (611943) (N22000550) (-),Ministry of Railways,Railways,Gujarat,2/1/2023,1/1/2028,410.26,11.3,5,2.7544,410.26,0,0,0,2/1/2028,31,1.02,1
611945,Petlad Bhadran 23 Kms (Western Railway) (611945) (N22000538) (-),Ministry of Railways,Railways,Gujarat,5/1/2022,5/1/2030,307.11,18.9,17,6.1541,307.11,0,0,0,5/1/2030,0,0,0
611948,Transmission system for evacuation of power from REZ in Rajasthan 20 GW under Phase-III part H (Power Grid Corporation of India Limited [POWERGRID]) (611948) (N18000374) (5434),Ministry of Power,Transmission & Distribution,Rajasthan,10/1/2023,4/1/2025,1910,1852.7,99.46,97,1910,0,0,0,6/1/2026,426,14,1
611949,Transmission system for evacuation of power from REZ in Rajasthan 20 GW under Phase-III part C1 (Power Grid Corporation of India Limited [POWERGRID]) (611949) (N18000375) (5435),Ministry of Power,Transmission & Distribution,Rajasthan,10/1/2023,4/1/2025,1160,1136.8,99.33,98,1160,0,0,0,5/1/2026,395,12.98,1
611957,"Phase III A works at IIT Indore [03 Hostels, 01 Studio Apartment, 01 Housing, Heavy & Sophisticated lab complex, Academic POD and Infrastructure for center of excellence] (Indian Institute of Technology, Indore) (611957) (-) (-)",Department of Higher Education,Education,Madhya Pradesh,4/1/2024,2/1/2027,496.28,78.35,57.5,15.7875,496.28,0,0,0,,,,
611961,"Construction of IIT Bhubaneswar -Phase III (Indian Institute of Technology, Bhubaneshwar) (611961) (-) (-)",Department of Higher Education,Education,Odisha,5/1/2024,11/1/2026,454.27,101.36,8.11,22.3127,454.27,0,0,0,,,,
611963,"Construction & Development of Infrastructural Facilities in the main campus of NIT Uttarakhand at Sumari, Pauri Garhwal (National Institute of Technology Uttarakhand) (611963) (-) (5655)",Department of Higher Education,Education,Uttarakhand,4/1/2024,9/1/2027,650.85,347.26,58,53.3548,650.85,0,0,0,,,,
611966,Transmission System for Evacuation of power from Potential RE Zone in Khavda Area of Gujarat under phase IV 7GW-Part E4 (Power Grid Corporation of India Limited [POWERGRID]) (611966) (N18000377) (-),Ministry of Power,Transmission & Distribution,Maharashtra,11/1/2023,7/1/2025,224.41,215.43,99.6,95.9984,224.41,0,0,0,5/1/2026,304,9.99,1
611967,Transmission Scheme for Solar Energy Zone in Ananthpuram 2500MW and Kurnool 1000MW (Power Grid Corporation of India Limited [POWERGRID]) (611967) (N18000380) (5451),Ministry of Power,Transmission & Distribution,Andhra Pradesh,9/1/2023,9/1/2025,823,798.31,98.57,97,823,0,0,0,5/1/2026,242,7.95,1
611970,Samlaya Timba Road 54 km (PCE/WR) (611970) (N22000540) (5448),Ministry of Railways,Railways,Gujarat,2/1/2023,3/1/2030,670.17,47.46,12,7.0818,670.17,0,0,0,3/1/2030,0,0,0
611971,Samni Jambusar 24 km (PCE/WR) (611971) (N22000541) (-),Ministry of Railways,Railways,Gujarat,5/1/2022,3/1/2030,350,80.49,31,22.9971,349.93,-0.07,-0.02,0,3/1/2030,0,0,0
611974,Western Railway Samakhiali Gandhidham Quadrupiling 53 Kms (Western Railway [WR] - II) (611974) (-) (5449),Ministry of Railways,Railways,Gujarat,8/1/2023,12/1/2026,1430,582.1,45,40.7063,1430,0,0,0,12/1/2027,365,11.99,1
611977,Dahod Creation of Infrastructure facilities for 9000 HP Electric locomotives Manufacturing at (PCE/WR) (611977) (-) (-),Ministry of Railways,Railways,Gujarat,2/1/2023,2/1/2025,487,222.88,53,45.7659,487,0,0,0,,,,
611978,Dahod Rolling Stock Workshop Provision of Infrastructure for CBS at (PCE/WR) (611978) (-) (-),Ministry of Railways,Railways,Gujarat,3/1/2023,3/1/2025,158,51.87,10,32.8291,158,0,0,0,,,,
611979,Sabarmati Setting up of Maintenance Facilities for Train Sets Phase ii (Western Railway [WR] - II) (611979) (-) (-),Ministry of Railways,Railways,Gujarat,4/1/2023,6/1/2025,250,185.02,88,74.008,250,0,0,0,5/1/2026,334,10.97,1
